,Price,Posting_Date,URL,Description,Rooms_and_Sqft,Nearby_Location
115,$580,Tue 03 Dec 05:47:37 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-looking-for-roommate-5br/7031235291.html,"looking for roommate 5BR/2BA apt near University City. Drexel, upenn","5br -
                    500ft2 -"," (university City. Drexel, upenn)"
116,$1275,Tue 03 Dec 04:17:51 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-incredible/7031227221.html,ONE MONTH FREE! Incredible Studio with Upgraded Kitchen,, (University City)
117,$2700,Tue 03 Dec 04:14:58 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-the-best-2-bedroom/7024318437.html,The BEST 2 bedroom apartments rentals in Rittenhouse Square,2br -, (Philadelphia Rittenhouse Square)
118,$1200,Tue 03 Dec 03:56:37 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-quaint-1-bedroom-apt/7031225286.html,Quaint 1-Bedroom Apt Updated BA & Spectacular Skyline Views - Must See,1br -, (University City)
119,$1685,Tue 03 Dec 12:12:30 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7024951923.html,1 Month Free rent for leases 6 months or more for November 2019,427ft2 -,
120,$3450,Mon 02 Dec 10:56:34 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-this-will-make-you-go/7031169441.html,This Will Make You Go âOOOOOOHHH!â,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
121,$5500,Mon 02 Dec 10:47:33 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-the-off-campus-apartment/7031166320.html,The Off-Campus Apartment You Were Dreaming Of!,"5br -
                    1610ft2 -", (101 S. 39th Street - University City)
122,$3450,Mon 02 Dec 10:42:59 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-start-dreaming-here-now/7031164663.html,Start Dreaming Here.. Now!ð¤©ð¤©,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
123,$2500,Mon 02 Dec 10:42:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hamco-is-giving-the-people/7031164512.html,HAMCO IS GIVING THE PEOPLE WHAT THEY WANT!,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
124,$2500,Mon 02 Dec 10:42:46 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-act-now-roommate-living/7031164600.html,ACT NOW â Roommate Living @ Hamilton Court,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
125,$450,Mon 02 Dec 10:36:33 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-450-per-bdrm-for-3bdrm/7019701929.html,$450 per Bdrm for 3Bdrm/2Bath New Apt Near UPenn/Drexel!,"1br -
                    1250ft2 -", (University City)
126,$530,Mon 02 Dec 10:36:39 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-530-seek-roommates-for/7029352094.html,$530 Seek Roommates for 4bdrm/2bath Apt Near UPenn/Drexel!,400ft2 -, (University City)
127,$1900,Mon 02 Dec 07:15:11 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-well-maintained-3rd-fl-3/7031069277.html,"Well-maintained 3rd Fl. 3 Bed, 2 Bath University City Apt. w/ HW Fls!!","3br -
                    1500ft2 -"," (University City, Philadelphia)"
128,$995,Mon 02 Dec 07:02:24 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-fantastic-2-bedroom-apt-in/7031061958.html,Fantastic 2-Bedroom Apt in West Philly with 2 Weeks of FREE Rent,2br -, (West Philadelphia)
129,$1900,Mon 02 Dec 06:38:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-well-maintained-1st-fl-3/7031047942.html,Well-maintained 1st Fl. 3 Bed. 2 Bath University City Apt! Come see!!!,"3br -
                    1500ft2 -"," (University City, Philadelphia)"
130,$425,Mon 02 Dec 06:22:59 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-room-4-rent-upenn-drexel/7031038481.html,Room 4 Rent-Upenn/Drexel/UScience,, (University City)
131,$1750,Mon 02 Dec 06:09:06 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-2-bed-apt-in/7028368867.html,"Beautiful 2 Bed Apt. in University City, Great Location!","2br -
                    1124ft2 -"," (3820 Lancaster Ave. #3, Phila. PA)"
132,$3250,Mon 02 Dec 05:55:14 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7027738084.html,1 Month Free rent for 2B/2BR 6 months or more November 2019,"2br -
                    1140ft2 -",
133,$525,Mon 02 Dec 05:52:24 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-drexel-ucity/7031018908.html,Drexel/Ucity,, (University City)
134,$2250,Mon 02 Dec 05:50:08 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-updated-2bd-3ba-with/7031017415.html,Updated 2BD/3BA with Finished Basement - Available Now,2br -, (Society Hill)
135,$1665,Mon 02 Dec 05:31:15 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7031004444.html,1 Month Free rent for leases 6 months or more for December 2019,582ft2 -,
136,$2000,Mon 02 Dec 05:29:05 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-apartment-in/7022190892.html,Cozy apartment in university City 3 bedrooms.,3br -, (Philadelphia)
137,$1655,Mon 02 Dec 05:25:38 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-pet-friendly-apartments/7031000605.html,"Pet-friendly apartments (restrictions apply), Sleek wood flooring","1br -
                    640ft2 -", (3514 Lancaster Avenue)
138,$1945,Mon 02 Dec 05:20:41 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-university-city/7025724189.html,"1- Bedroom University City, Philadelphia Close to Hospitals/ CHOP","1br -
                    692ft2 -",
139,$2791,Mon 02 Dec 04:53:26 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-1-bedroom-with/7030976780.html,Beautiful 1 Bedroom With A Den Available NOW!,"1br -
                    898ft2 -",
140,$1665,Mon 02 Dec 04:49:26 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-jr-1-bedroom-december/7029648326.html,Jr. 1- Bedroom December Promotion! 36th and Market (Close to Penn),582ft2 -,
141,$2300,Mon 02 Dec 04:49:06 PM,https://philadelphia.craigslist.org/reb/d/philadelphia-amazing-3bd-2ba-university/7030973454.html,AMAZING 3BD/2BA University City Apartment Available NOW,,
142,$2500,Mon 02 Dec 04:47:11 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hamilton-court-is/7030932129.html,ðð Hamilton Court Is,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
143,$1750,Mon 02 Dec 04:46:53 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-avail-immediately/7030971836.html,"Avail. Immediately: Unbeatable 2BD/1BA with Steps to I-76, I-95, I-676",2br -, (West Powelton)
144,$2995,Mon 02 Dec 04:44:43 PM,https://philadelphia.craigslist.org/reb/d/philadelphia-gorgeous-university-city-5/7030970200.html,Gorgeous University City 5 Bedroom (Penn Alexander Catchment),,
145,$1300,Mon 02 Dec 04:43:49 PM,https://philadelphia.craigslist.org/reb/d/philadelphia-amazing-university-city/7030969435.html,AMAZING University City Apartments NOW,1br -,
146,$1650,Mon 02 Dec 04:41:54 PM,https://philadelphia.craigslist.org/reb/d/philadelphia-amazing-2bd-2ba-university/7030968171.html,AMAZING 2bd/2ba University City Apartment Available NOW,2br -,
147,$1215,Mon 02 Dec 04:39:55 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-wondrous/7030966802.html,ONE MONTH FREE! Wondrous Studio with Refinished HW & NEW Kitchen,, (University City)
148,$5140,Mon 02 Dec 04:27:23 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-penn-click-here-while-you/7030927611.html,PENN - CLICK HERE WHILE YOU STILL CAN,"4br -
                    1540ft2 -", (101 S. 39th Street - University City)
149,$1225,Mon 02 Dec 04:26:20 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-move-in-now-awesome-studio/7030956007.html,Move in NOW: Awesome Studio/1BA with New Kitchen - Pets OK!,, (University City)
150,$3095,Mon 02 Dec 04:24:06 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-flash-listing-click-for/7030933603.html,â¡ï¸::FLASH LISTING:: â¡ï¸Click For The Details,"2br -
                    1100ft2 -", (101 S. 39th Street - UPENN)
151,$3014,Mon 02 Dec 04:20:04 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-2-bedroom/7026345572.html,Beautiful 2 Bedroom Available NOW!,"2br -
                    1009ft2 -",
152,$3140,Mon 02 Dec 04:15:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7030947387.html,1 Month Free rent for 2B/2BR 6 months or more December 2019,"2br -
                    958ft2 -",
153,$3450,Mon 02 Dec 04:15:48 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-something-for-you-seriously/7030947614.html,Something For YOU (Seriously!?),"3br -
                    1300ft2 -", (101 S. 39th Street - University City)
154,$3450,Mon 02 Dec 04:16:02 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-upenn-lifestyle-hamco/7030947805.html,UPENN Lifestyle @ HamCo.. Click Here,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
155,$2500,Mon 02 Dec 04:16:16 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hey-penn-brand-new-living/7030947995.html,Hey Penn! Brand New Living At Hamilton Court Apartments!,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
156,$2500,Mon 02 Dec 04:16:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-you-asked-we-delivered/7030948251.html,you ASKED & we DELIVEREDâ¦.,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
157,$1990,Mon 02 Dec 04:13:23 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-university-city/7029699175.html,"1- Bedroom University City, Philadelphia Close to Penn and Drexel","1br -
                    752ft2 -",
158,$5500,Mon 02 Dec 04:10:24 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-your-off-campus-dream-hamco/7030943596.html,Your Off-Campus Dream @HamCo,"5br -
                    1610ft2 -", (101 S. 39th Street - University City)
159,$5145,Mon 02 Dec 04:07:55 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-dont-gamble-on-your-living/7030931206.html,Donât Gamble ð² ð² On Your Living Situation [Click Here],"4br -
                    1540ft2 -", (101 S. 39th Street - University City)
160,$3795,Mon 02 Dec 03:59:17 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-penn-alert-hamco-is-now/7030929909.html,ð::  PENN ALERT:: ð HamCo Is Now Leasing,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
161,$1685,Mon 02 Dec 03:38:15 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-apartment-1-month/7029715371.html,"Studio Apartment (1- Month Free) Amazing! Close to CHOP, Drexel, Penn",427ft2 -,
162,$1875,Mon 02 Dec 03:10:24 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-free-month-rent-luxury-new/7030894780.html,Free Month Rent!! Luxury New Construction 2br/2ba Apts by UPENN!,2br -, (UPENN/ University City)
163,$3014,Mon 02 Dec 03:04:52 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-wood-cabinetry-terrace/7030889679.html,"Wood cabinetry, Terrace garden, Internet cafe","2br -
                    1009ft2 -",
164,$3140,Mon 02 Dec 02:55:42 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7026908549.html,1 Month Free rent for 2B/2BR 6 months or more November 2019,"2br -
                    958ft2 -",
165,$1849,Mon 02 Dec 02:51:58 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-yoga-studio-billards-and/7030878586.html,"Yoga studio, Billards and game room, Terrace garden","1br -
                    651ft2 -",
166,$2179,Mon 02 Dec 02:46:09 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-terrace-garden-billards/7030873304.html,"Terrace garden, Billards and game room, Wood cabinetry",545ft2 -,
167,$1600,Mon 02 Dec 02:33:48 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-spring-move-in-drexelu-3/7030861963.html,"SPRING MOVE IN! DREXELU 3 BED 2 BATH APT, W/D, C/A & MORE!!!!!!!!!!!!",3br -, (3407 Wallace St > DREXEL > UNIVERSITY CITY)
168,$3140,Mon 02 Dec 02:20:30 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-penthouse/7029662646.html,"2- Bedroom Penthouse University City, Philadelphia Close to Penn","2br -
                    958ft2 -",
169,$1299,Mon 02 Dec 02:17:41 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-sun-drenched-4-bed-1-bath/7030819140.html,"SUN DRENCHED 4 BED 1 BATH! C/A, W/D, H/W FLOOR & MORE! CALL NOW!!!!!!!",4br -, (621 N 33rd St>POWELTON>DREXEL>UPENN)
170,$2179,Mon 02 Dec 02:14:14 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-microsuite/7030844539.html,Beautiful MicroSuite Available NOW!,545ft2 -,
171,$3074,Mon 02 Dec 02:09:04 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-walk-in-closets/7026404475.html,"Spacious walk-in closets, Business Center, Billards and game room","2br -
                    1009ft2 -",
172,$1150,Mon 02 Dec 01:39:28 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-entire-3rd-floor/7030813599.html,2 bedroom Entire 3rd floor,"2br -
                    835ft2 -", (University City / Clark Park)
173,$2200,Mon 02 Dec 01:38:11 PM,https://philadelphia.craigslist.org/apa/d/avail-july-1st-bi-level-university-city/7030812477.html,Avail: July 1st-Bi-Level University City,"3br -
                    1300ft2 -", (4228 Pine Street)
174,$1800,Mon 02 Dec 01:38:30 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4226-pine-st-bi-level-apt/7030812784.html,4226 Pine St Bi-Level Apt 3rd -4th floors New Renovated,"2br -
                    1600ft2 -", (University City)
175,$2400,Mon 02 Dec 01:38:54 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4233-osage-ave-beautiful-5/7030813113.html,4233 Osage Ave Beautiful 5 bedrom Home,5br -, (University City)
176,$2394,Mon 02 Dec 01:36:40 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-1-bedroom/7024306780.html,Beautiful 1 Bedroom Penthouse!,"1br -
                    651ft2 -",
177,$2600,Mon 02 Dec 01:32:59 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4233-osage-ave-beautiful-5/7030807494.html,4233 Osage Ave Beautiful 5 bedrom Home,5br -, (University City)
178,$5000,Mon 02 Dec 01:33:26 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-university-city-7-bdrm-3/7030807932.html,University City/ 7 bdrm 3 full baths/,"7br -
                    1600ft2 -", (3928 Pine Street)
179,$1700,Mon 02 Dec 01:33:47 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-22-south-41st-st/7030808238.html,22 South 41st St-University City / Trinity House 3 Floors,"3br -
                    900ft2 -", (22 South 41st Street)
180,$1800,Mon 02 Dec 01:32:11 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-center-city-avenue-of-the/7030806735.html,Center City/Avenue of The Arts/ Rittenhouse Sq/ Brownstone Mansion,1br -, (PHILADELPHIA)
181,$1100,Mon 02 Dec 01:32:28 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4202-chestnut-st-extra/7030807038.html,4202 Chestnut St Extra Large 1 Bedrm,"1br -
                    700ft2 -", (University City)
182,$500,Mon 02 Dec 01:30:00 PM,https://philadelphia.craigslist.org/sub/d/philadelphia-luxurious-and-fully/7030804705.html,Luxurious and Fully Furnished New Apartment,"2br -
                    1500ft2 -", (Philadelphia)
183,$550,Mon 02 Dec 01:27:27 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-bedroom-in-4-bed-2/7030750752.html,"LUXURY BEDROOM in a 4 bed 2 ba apt, C/A, W/D & MORE!4001 Baring St #1",4br -, (4001 Baring St>UPenn>Drexel>West Powelton>Philadelphia)
184,$1685,Mon 02 Dec 01:13:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7030789503.html,1 Month Free rent for leases 6 months or more for December 2019,427ft2 -,
185,$1450,Mon 02 Dec 01:03:17 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-studio-available-at/7030779868.html,Cozy Studio Available At Old Quaker Building!,460ft2 -, (3514 Lancaster Avenue)
186,$1990,Mon 02 Dec 12:59:10 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-package-receiving-washer/7028207478.html,"Package Receiving, Washer/Dryer, Quartz Countertops","1br -
                    752ft2 -",
187,$500,Mon 02 Dec 12:34:26 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-apartment-with-stainless/7030717162.html,"Apartment with Stainless Steel Appliances, Tile Backsplash, Granite Co","3br -
                    970ft2 -", (University City)
188,$1099,Mon 02 Dec 12:31:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-price-drop-drexel-upenn-2/7030750823.html,"PRICE DROP! DREXEL/UPENN 2 Bed 1 Bath w/W/D, C/A & MORE!!",2br -, (3407 Wallace St > DREXEL > UNIVERSITY CITY)
189,$381,Mon 02 Dec 12:30:38 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-location-near/7030670092.html,"Great location near schools, shopping, dining, and entertainment.","3br -
                    1026ft2 -"," (Folsom St,Philadelphia, PA)"
190,$1685,Mon 02 Dec 12:23:43 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-microwave-private-balcony/7018773627.html,"Microwave, Private Balcony, Pets Allowed",427ft2 -,
191,$625,Mon 02 Dec 12:09:12 PM,https://philadelphia.craigslist.org/sub/d/philadelphia-penn-campus-40th-and/7012159716.html,"Penn Campus - 40th and Sansom Streets - Spring Term, 2020, Sublet","1br -
                    120ft2 -", (University City/West Philadelphia)
192,$625,Mon 02 Dec 12:06:40 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-penn-and-drexel-campus/7027445110.html,Penn and Drexel Campus - 40th and Sansom Streets,150ft2 -, (University City/West Philadelphia)
193,$1895,Mon 02 Dec 12:04:48 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7030725477.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
194,$2179,Mon 02 Dec 11:53:03 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-marble-countertops-secure/7028184316.html,"Marble countertops, Secure underground parking available, Yoga studio",545ft2 -,
195,$600,Mon 02 Dec 11:50:23 AM,https://philadelphia.craigslist.org/roo/d/philadelphia-fully-furnished-room-steps/7020106832.html,"Fully Furnished Room steps from UPenn &Drexel, All Utilities Included",, (Philadelphia)
196,$1685,Mon 02 Dec 11:48:49 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7028015463.html,1 Month Free rent for leases 6 months or more for November 2019,427ft2 -,
197,$1000,Mon 02 Dec 11:31:35 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-walk-to-penn-drexel-yard/7030696579.html,Walk to PENN & DREXEL | YARD!! Entire row home in UNIVERSITY CITY!!!,"2br -
                    900ft2 -", (University City)
198,$950,Mon 02 Dec 11:28:09 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-spacious-2-story/7017029795.html,Beautiful spacious 2-story House!,2br -, (Drexel University/ University City)
199,$1200,Mon 02 Dec 11:27:57 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-wonderful-spacious-2-story/7017034153.html,Wonderful spacious 2-story House!,, (Drexel University/University City)
200,$1665,Mon 02 Dec 11:17:30 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-jr-1-bedroom-close-to/7025722134.html,Jr. 1- Bedroom Close to University City Hospitals,582ft2 -,
201,$1150,Mon 02 Dec 11:17:55 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-ideal-for-grad-students/7030684874.html,Ideal for Grad Students! Newly Renovated Studio in Spruce Hill,350ft2 -, (Spruce Hill/ University City)
202,$1650,Mon 02 Dec 11:14:29 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-2bd-1ba/7030681910.html,Newly Renovated 2BD/1BA Apartment in Spruce Hill/University City,"2br -
                    702ft2 -", (Spruce Hill/University City)
